id	filename	md5	size	state
2d8a4d58-2681-4fc9-9181-0a68bc86fdbc	TCGA-AG-3887-01Z-00-DX1.4973b987-ee11-4a5b-a2ba-d9910b363486.svs	52133df7a635b8c49d786b476b963dc3	126068304	released
38563b81-491b-43de-8898-cef2d1d2a3cc	TCGA-AF-A56K-01Z-00-DX1.5870355A-679E-4E4C-8A00-B13C6F2A3FF2.svs	f188c36ac6b044a3aa0b2411a2eb1391	1117918871	released
e1609319-2333-465c-b46e-e63490df2890	TCGA-AG-3584-01Z-00-DX1.0ebb5f29-445f-48e1-99f2-ac261080e53d.svs	70ff4a76681e86ea5165941d935ce8c2	426626648	released
ec3f1820-d62d-4b74-927f-4cd3c90a247d	TCGA-AH-6644-01Z-00-DX1.382b842a-afd7-430b-8489-502c8ab88ee1.svs	e361e46e532c0fd6d485dbce4d900c2e	110933867	released
e2ceace7-0a59-4873-bef1-cb4d7d92fe55	TCGA-AG-3582-01Z-00-DX1.2e248185-2230-479d-806e-d6687dcb70c3.svs	ed37c7bb1c6f4bfd1ac2fbb925467df3	247211634	released
92c8a9e2-6ad5-4c1b-b18d-d6f43332e4dd	TCGA-EI-6917-01Z-00-DX1.ed5d8898-159f-48e5-b004-e390cb059944.svs	f8f01a1908499f30a0078ae9b752ebe9	150416807	released
91bc046d-1c34-4a45-a4e5-6770b3bac17a	TCGA-AG-3574-01Z-00-DX1.a6400d6e-305f-4889-a32a-a6247d0c39ba.svs	02513979c522710d615f9d448bea665a	286888864	released
f51f1618-a90f-461e-9f55-b0a1f91c9350	TCGA-AG-3593-01Z-00-DX1.d3086414-77f4-483f-bac8-d7cb29a0689e.svs	dd7d4abc61938b6af0af7a31812f8583	720828756	released
439a42c5-1d03-4013-8db2-2694f72d26e1	TCGA-AG-3600-01Z-00-DX1.1d506eeb-bb65-4688-bdb2-6ac101fc1dbe.svs	baf2b939f349ffd2f8ddf66edad94edc	448978072	released
1f07b827-255a-4d32-9eea-f2daff7bd937	TCGA-AH-6549-01Z-00-DX1.38ea40f7-4ebf-49cc-801b-4dcf3c50cc5e.svs	41d29bbf47870aebd96cac8640858733	179632841	released
cd4da062-8649-484c-bdc6-ce94570dacb3	TCGA-DC-5869-01Z-00-DX1.ca8ffa5b-3881-4741-b0e3-5084dd9df536.svs	7fc75da0e9a98441804b18ca920424ee	1234123941	released
d7718e70-3579-4484-8234-4fd2a979ef53	TCGA-AG-3602-01Z-00-DX1.23198764-e085-441b-98e4-87fbe1c346f9.svs	804966ea9ece2f267f3bf9b61ee0f4fe	441308272	released
32abfee5-daea-4816-8c24-122dbf593aff	TCGA-AH-6547-01Z-00-DX1.73040c3e-8219-4d21-88f2-613218d32297.svs	acce5435f9ae91105356120ace6577bf	55023465	released
3dd486c2-4ee8-4b4d-8e2e-0baa6b190dbc	TCGA-AF-A56L-01Z-00-DX1.984FBEF1-A46B-432D-A295-1275E60D09D8.svs	e6a677328ca2ca3b5d6e30eea455c4ca	1149671965	released
67a751aa-bfd4-46b5-911b-78cb6681e4a7	TCGA-AF-3911-01Z-00-DX1.03cf3e2a-1306-4011-8d42-543efb5d1286.svs	a0867256b3ba14000ae334905501f943	195429639	released
f34d2bfb-b597-4b2b-8562-ca8bb5704f25	TCGA-G5-6235-01Z-00-DX1.c78c95d4-933c-4057-81a4-2fab3ee4a187.svs	4093ecb411740fe3a27038be4ae3675b	644258577	released
d76f3d2c-f30d-4592-a51d-620e17419222	TCGA-AG-3601-01Z-00-DX1.30ac783e-ba70-49ef-8be7-a37c48559535.svs	ad4b79e3ef61a7b478b2bf5694c6d5f4	300276082	released
efe6a14d-2f1a-4483-8d9f-2d9796108882	TCGA-EI-6506-01Z-00-DX1.5a936d3f-6209-4931-85b0-35431302fd71.svs	9af254f56385f0ae29996a0348bf4a1e	567125039	released
a8217567-1d91-4966-a9f8-b9d74488a4bd	TCGA-AG-3902-01Z-00-DX1.f08b9bcd-7cd8-4480-bed9-bf28f55172fd.svs	7ade7a25839726164626be0880fcc172	344380848	released
5a3cd58b-f6ea-43fe-8a3d-1dcac76c3514	TCGA-AG-3608-01Z-00-DX1.aabf7424-6c66-489d-9715-8632d9a17cfc.svs	7a613114a69f207f355279a326bef205	202111610	released
4fc8c650-54ea-4a89-aa61-e9b4c5b1758d	TCGA-EI-6507-01Z-00-DX1.d290617b-a289-4887-9c76-6482a23aebfb.svs	d0f50adc475c27d4613b59dbd2855d9b	525047881	released
9d647d80-da58-4cae-a67e-9a73a59cf0c8	TCGA-AF-6655-01Z-00-DX1.c7c5a2ca-1954-4c72-b99f-3b543566f325.svs	ccfc009c4be2083451e04d4da39ccad7	168694639	released
18b6f428-76dc-41e9-b1de-dc3a4afd4f7b	TCGA-CL-5918-01Z-00-DX1.c3bac47e-2737-419a-ab97-5d3f923f8986.svs	7df6fa374c4a54fa8b5a280b49143d34	858206149	released
2c0da95f-22b6-42c4-ad5d-1e509735b7f7	TCGA-AF-2687-01Z-00-DX1.bbcd88f6-11d5-4b57-9693-693124b2b7e7.svs	a14971966fac6442d49bf7f8850dfcd1	237001551	released
7d2955fd-c31d-4e26-93b0-a9e38195cf7e	TCGA-AG-3742-01Z-00-DX1.E662D7A7-1022-4120-BCB8-845732E07D63.svs	53da65b192427bc05b2d9c8fc8a269a1	8117692	released
2cd68fa7-8178-478f-bd58-aeaa0fe42380	TCGA-AG-3725-01Z-00-DX1.86CF8220-F410-49E4-A840-E42AE8C5D8B2.svs	d4264c8d91c228d2b32009fd430da30b	4970418	released
aeb49c5b-9913-48b6-ad9b-9d66ddd5a4e1	TCGA-AG-3890-01Z-00-DX1.662d0fee-4d6e-43c9-b7f4-767e36b22ae6.svs	9711437cb1fab16a834e78df80c75017	374851162	released
9becaa03-ad09-4190-b4ff-d0e13a13c46e	TCGA-EI-6882-01Z-00-DX1.b4b4638d-be05-453a-9028-de170db5b51e.svs	b72edf22157089d2b5853ae4c85bdd58	323123119	released
35e53d2b-8e11-4e5c-ac45-87ea9a504c4b	TCGA-F5-6812-01Z-00-DX1.47a702ae-cfc6-48ea-8ac0-f9ec194cfb6e.svs	be507ee282e758b800d2bca742d47ac9	608073517	released
bbc9c4c0-bb05-4bd9-a705-517b3bf390c6	TCGA-AG-3885-01Z-00-DX1.85bc7cb5-ab71-4037-85fe-df76fea4e07f.svs	e3b5f7ceb294abb4e3a6256fbf27882f	166403080	released
c5498e48-1251-43dc-b4ad-8ff142c9439e	TCGA-AG-3727-01Z-00-DX1.58b4710b-0a54-4183-9e8e-92ec44a57b17.svs	364a92f9fda3fe34d7a5bda23530fc4e	114351286	released
d7eea5db-7670-4095-b2ca-b332755aa009	TCGA-F5-6864-01Z-00-DX1.95556dfa-18a9-4a59-a1f5-7983b8908e07.svs	4f1e9a76f0bb3b2b056d520e3e379ed1	328386639	released
14551352-8f32-4910-8e80-4f06104de9a0	TCGA-AG-4015-01Z-00-DX1.043fe5dc-2492-4cfa-bfc2-634fe2e341ab.svs	8eb6ef6148907fafe072d4ba53d9c48b	222820332	released
c786aa68-8442-4457-8df7-ed20b2bf0c76	TCGA-AG-3575-01Z-00-DX1.b9592a4c-ce70-4597-8f30-109ca9321789.svs	7026a39f75f94782d87169c026febd75	197002284	released
ff868863-d558-4e5d-b0f7-0f1dc7b21fe8	TCGA-AG-3731-01Z-00-DX1.9C30A84C-DD47-47C4-8899-3A1EF5153E1A.svs	8f1367a715a7ea616b9d628277557fc4	9592584	released
7256d544-a139-4ce6-a025-759327de568f	TCGA-AG-3580-01Z-00-DX1.040f02e8-92c6-46d5-94e1-054dcd44d057.svs	30fe51fc438d04c04bd9c85ce662aae9	538058250	released
23d592d6-be43-4de4-bc95-2ef02ae06bcb	TCGA-AG-A02G-01Z-00-DX1.E9848C07-0DFC-48E7-AA9F-9BF783676468.svs	e90111de8b086ecd9960480dd67cd5f6	878239946	released
5a111dd2-e5dd-475e-9f31-a06985047d34	TCGA-AG-A01N-01Z-00-DX1.E2436F26-E5BE-446A-8F90-0867EA07381A.svs	245e04106b5cb35af92f9476b6819e2e	494617728	released
d1ea00b1-8d1e-4f4e-af0f-30f17d329ef3	TCGA-AG-3906-01Z-00-DX1.c45a55f5-8fba-41c2-8bda-8fdc702d13dc.svs	796339955a2c236f97bd773f486e267b	222846256	released
23bb4100-e6b9-4199-8ec5-cf8fec186373	TCGA-F5-6702-01Z-00-DX1.6f9c3c37-a762-4847-a3c6-44ea50b34eec.svs	9655c69164700019fcd83d258ea1437c	330688461	released
e29aa6d7-5bc9-4276-ba77-d9a964e9c374	TCGA-AG-A036-01Z-00-DX1.8D306B77-755A-4FDC-BE9C-C407716FB142.svs	702ef5814a38dfb7c58e8af85b85c416	419208508	released
152f8b1a-282c-4ae5-824c-10c700f0d5c2	TCGA-EI-6511-01Z-00-DX1.91431e0b-91c6-4ab1-8ab6-e8967ff482ae.svs	a779af9c495282296adb2663857f8008	772345519	released
d024059f-5466-4fc7-a383-6a4bf428245c	TCGA-AG-3891-01Z-00-DX1.82E8836A-91E7-48CA-A7C1-501A00F20298.svs	c7e863374b7839d8e7470fd28875d5d1	12981818	released
333bacf6-bc83-4904-a791-345c244b7d7d	TCGA-AG-3611-01Z-00-DX1.c22e8af9-4211-46b4-b2aa-40b414025ae1.svs	c47f3f5f35ee923765aa23cc5063db4b	208343902	released
67cd0eac-769d-45d6-be6f-1a852a8a897e	TCGA-AG-4009-01Z-00-DX1.A66BDD56-216C-4424-8168-9295A307F98F.svs	edb04c70315ffc7c15216be769b65ccd	9218322	released
1f8644d6-fa9a-4af5-8fe4-486f3e93eaa1	TCGA-AG-A00Y-01Z-00-DX1.E98EC504-95CA-4C34-924C-D40ADF323617.svs	5ab4774d879e2144aa87f4e36860ef24	711895200	released
549d1942-3c26-4452-9fab-de95e0810f2a	TCGA-AG-3599-01Z-00-DX1.5cfa9ea3-683f-4994-b7e8-a7493914ac97.svs	278c938c06e05b693b317327f966c4f1	306283628	released
54069ff1-89e9-4d9c-aaf7-d9aa011373be	TCGA-DC-6682-01Z-00-DX1.d5273947-536c-40d5-a1b4-2eb1dbc5d338.svs	3643f12b1c46146a552e7f439d6d5bdd	331066701	released
6e588e95-8f1b-432b-8545-a11ca25f37ac	TCGA-AG-A011-01Z-00-DX1.155A4093-5EC6-4D38-8CE1-24C045DF0CD8.svs	ea87790aa4d3b3697dc3d3f8d591fd93	511320876	released
5375a1ff-9c8e-4092-ba8e-625e45fd389a	TCGA-EI-6510-01Z-00-DX1.e1209172-b10e-4dca-a714-16960a498cf4.svs	23923576c0da0bcc24cce677dd4f4621	572001841	released
a4270cea-28d5-4c47-ad14-1f537354692f	TCGA-AG-A015-01Z-00-DX1.F3BAA1C8-4378-4228-A9EE-B69CA9973730.svs	c0f3b1fe0eef031a9f5e9616299a20d4	871277972	released
5c39c2cf-70c0-49b4-9c94-9b9e6c1013ac	TCGA-F5-6863-01Z-00-DX1.67a42867-9ef3-4422-a20b-f9091d3517ed.svs	a4aee9a2effcde1e17ad2c57cdb1a317	424722945	released
82c5f12b-1a92-4d33-8f5d-7a703bcd4ef9	TCGA-AG-3591-01Z-00-DX1.C06D77F2-D55E-433E-A84D-41E6273C8C61.svs	6d2a411e9042aad844ddb4707722227b	7995752	released
bdccc2d5-8f87-46b1-8c13-df3b3fdc908e	TCGA-CL-4957-01Z-00-DX1.95ade564-bef3-4e82-af52-7d3a0a15b75d.svs	a306ec86e0ff7baaf7af969f7f6b1375	686354401	released
12c2ee6d-85cd-41ea-bd70-880adace3336	TCGA-DC-4745-01Z-00-DX1.f5aa77b0-aa9b-4f0c-a007-5d507daed69a.svs	4b20eccfcd8f1125504324dc0d4fb160	602889863	released
2dcf942e-f9cf-41e3-9465-c2bf23478a2a	TCGA-AG-A01W-01Z-00-DX1.3300D796-28C2-40E9-81BF-1793069C0FE7.svs	809dd6ae9c1a49afe5191ea9ea80195c	1739637886	released
ad01c9d3-7d43-48d0-b8d5-0261ff97d6ec	TCGA-AG-A02X-01Z-00-DX1.86D92AA1-1EB9-43C8-9F07-DF557DCB831B.svs	9e2fa2cee2f93c564f9de9edc38a1819	323087002	released
e8daaa27-2993-4677-9f81-5f6acefdbb6b	TCGA-AG-A025-01Z-00-DX1.D7F8C795-37A3-4FB5-888F-B81F4DFE94FA.svs	4762800e8972df346c2e2a829aab334f	727106332	released
4c386e32-e75e-4d28-9798-2fe93b9af935	TCGA-AG-4005-01Z-00-DX1.5df38ba5-00db-41b7-ae57-a62e28d94120.svs	b4ef63e96713c17f4e242212d76e2501	252858044	released
c075db0c-794d-4ee2-833d-7e637d8afcf4	TCGA-AG-A02N-01Z-00-DX1.3AFD1A23-48FE-44E9-9463-5B82633DDA2B.svs	fa7284fb733dfcddbc811ec819c39f9a	649340138	released
e295d73d-22a9-4767-9005-1ca2ead046b6	TCGA-AF-A56N-01Z-00-DX1.513ABBD0-9CF9-42EE-8C8C-039BAF96CFF0.svs	dd592756eb6edbba1c6c3f0f89c34610	441711849	released
0f942b8b-1f54-49a9-9d47-fa732d79fafe	TCGA-EF-5830-01Z-00-DX1.618859B2-6B71-4BF8-9679-3C3EAC4BA2C5.svs	1a8b7f0446eb42ea5c6f3d9304305652	615618149	released
3d64b1c9-f8f5-427c-8c38-4c9d22f8d5fd	TCGA-AF-2692-01Z-00-DX1.101b23cb-53ab-4ec7-a4b5-8c6cf575c0f2.svs	72dd5bd92bfa679679f2d8b274f3dba7	136151933	released
b82be86b-03ae-435b-b37d-b1f0ce16d5c6	TCGA-DY-A1DF-01Z-00-DX1.D014E1D1-1CDB-476E-9A40-BB4BD2ADF8DA.svs	96458d3a30aed0d9f9da1672936c50da	997342815	released
4724fc04-ae38-42c9-80c1-ff83d0de397f	TCGA-AG-3586-01Z-00-DX1.38d7b4ce-9f18-48e6-9988-a3ef43b3d646.svs	b818a3785f61e014e4305b08dfc2528b	418943088	released
4f97d5d7-011f-4461-97ca-ed5f7513f852	TCGA-CI-6622-01Z-00-DX1.58a0f078-4076-4c27-aabd-7a169ead5356.svs	a6599f2afe4281cd3e458cf6ab76e663	169872925	released
da3c3cba-40bb-440a-b7ae-ee19c73cedda	TCGA-AG-3878-01Z-00-DX1.e4b3b620-2fde-4b31-b1d9-0f680a19bca5.svs	777b0611e7ad04cdafbc26a69fef0f54	120271390	released
5d43546e-1323-442d-8c52-b3ab0c85dad1	TCGA-EI-6884-01Z-00-DX1.45c3bfa8-e7c2-4943-b5fe-2a2587b75f55.svs	aa1bfd64b47af7876dd90c166d82fa22	198588397	released
74a2fa2b-8302-4992-a92c-78093c3828dc	TCGA-AG-A002-01Z-00-DX1.C778D6F9-BCEF-4521-9E6D-3A940CFEB909.svs	a67665638e04481f1ef130a70071eb1a	632432758	released
55881486-5ff4-404f-853f-b0d604ab512e	TCGA-AG-A00C-01Z-00-DX1.B0CCAC43-A39D-4C59-AFC6-003BF0958B45.svs	03b6865ace2d540b78eeb18cc8bac90f	832276316	released
b97cc758-1f23-4f02-8160-432c1467f173	TCGA-DC-4749-01Z-00-DX1.aba764f5-9c10-49d4-b908-154c0268e6b0.svs	ebe816b2f101275a78d4880ee42d56a2	798770669	released
d772d6bd-b5dd-4b13-9569-ed666bad6c40	TCGA-F5-6811-01Z-00-DX1.8959e075-c641-472e-88a4-0b6081f58ad9.svs	334e9ea349251fae272b4eb5fa36d8ed	83013895	released
c5982676-05d3-4024-98dd-6691ec823ec2	TCGA-AH-6897-01Z-00-DX1.4c3605c1-7e05-40c2-bea6-1a9c642f856e.svs	26ace26854bc1c42879d2d0926def0a0	146936043	released
e09f4cd8-a80f-472c-a54a-8968ff0f04d1	TCGA-EI-7002-01Z-00-DX1.3f2935be-16fc-4a41-990a-8ab7f8fe6c85.svs	79b7de797985eba1615192f13285fd9f	155493799	released
779367cd-53f1-4a8a-835b-99bcfcb61885	TCGA-DC-6160-01Z-00-DX1.5de94ec6-7c9b-41ee-ad43-189d30c11657.svs	d55a50596231dbe3062e6697b5e405c0	898943063	released
43264444-d202-4623-8142-a375b7686faf	TCGA-DC-6154-01Z-00-DX1.ea40ea43-062b-40e0-a572-90736551b355.svs	5b4cd172db1a09e51d981933933c14cd	545771727	released
7fe9e8af-4bc0-4eaa-82b0-96fd94dc2d1d	TCGA-AG-A020-01Z-00-DX1.E89BD2F0-B2BB-4EED-B7F4-4D7678E282AF.svs	59d84ec9e8d1651a93e2d95906e5a1b5	776718742	released
e4125f97-b1c5-4152-93eb-820041fd88c9	TCGA-AG-3612-01Z-00-DX1.4d866e62-3135-4562-83e1-3629a5c2a744.svs	fa03ab1e9ad0e7c3968e2a40b16fefc6	375731556	released
36130f7e-c4bc-44e3-bc3b-44649955f546	TCGA-AF-3914-01Z-00-DX1.d7bb7792-df51-498b-9d16-fc26e219249f.svs	1ac290be5636039a092dbb9583b43ef7	474747919	released
2d58d2f2-fdfb-4c94-b996-79a0f270f646	TCGA-AF-3914-01Z-00-DX2.493568CE-EAC1-400D-87E1-01A22F689D21.svs	e41e2b287516fdbe40675bd6889b51d4	280321266	released
3de3d16d-fb2b-4b37-859e-8fd916f9d4f1	TCGA-DY-A1DC-01Z-00-DX1.2DF22B63-011B-4530-ADE4-8245779EDB6F.svs	5121824b8536de58af5d8e25f764f1b3	1361044163	released
d74e6769-0040-4a0c-abad-f1a59b201dd8	TCGA-AG-3726-01Z-00-DX1.3083b6e0-f039-4d39-848e-78143938cf82.svs	77b7691871c43bdbfccea92ad1912338	101730570	released
df710d65-9312-4be4-a0c4-2a7cd383cd36	TCGA-EI-6514-01Z-00-DX1.d31b7dc9-3024-419e-a60d-53385e59369f.svs	ca142158e24d3977d383c183c82e649f	670254635	released
34d74685-715e-40d8-a472-6eccef0b4a0f	TCGA-DC-6683-01Z-00-DX1.e1324f2d-db88-4416-adff-fffd9b361326.svs	b0c28697ffd90df15466e21accf8a954	806388993	released
e4055eb6-a5ba-4a5b-825e-c7154967772b	TCGA-DC-6156-01Z-00-DX1.102feb5c-0dff-4d7b-9b3b-d66383e8a4ff.svs	f5f93d4aafe54b4c3e6670efd0b9fc57	1133535013	released
7cb5e2c2-76b5-440a-8dfc-380f9d422a6b	TCGA-AG-A026-01Z-00-DX1.865CB417-28D7-4687-A04B-13D4067D7F6E.svs	0ec13ea539735de7f1b31f00d90d1215	656645186	released
ba1f7199-4232-43f1-a8c3-5bbbc61a3943	TCGA-AF-3913-01Z-00-DX1.52725653-b597-4f1f-ac1f-80333e74ea1a.svs	38ec4e22a76eae227866e5eae299cd39	146146357	released
2fac124a-8ad4-48b2-81b8-ad7c2f80d122	TCGA-AF-2689-01Z-00-DX1.38242a22-4fcd-471f-a81c-56a5fe6f9a3a.svs	f2b59acf3f261f9e2081b1b004aeea20	250605533	released
a8abf344-1aee-423c-82ad-4b6479e9e06c	TCGA-AG-A016-01Z-00-DX1.49CE1152-108D-40CC-BDCE-292DFFC77001.svs	5c3eb69ab1002af528b4554667ccd17e	654676432	released
a3c1b9f6-9fba-4ef0-82cf-4ce53ec77263	TCGA-AG-3728-01Z-00-DX1.998fff2e-fb3f-467d-9241-e5ae8f81e36b.svs	fc57b77707b8ad651377288d6465c62e	274494128	released
28647e05-e6b9-431c-94bf-afd7d79425f7	TCGA-EI-6509-01Z-00-DX1.3676fab0-3e79-4b57-b592-c1af5aee40f6.svs	f65084c781d2ccfe6465539b19137c9c	327004065	released
b049a231-a06e-4d99-a53c-f2c6822171ae	TCGA-G5-6641-01Z-00-DX1.5d9d937f-0e87-4cdb-87f5-6b6338c2d195.svs	397918cd6c51497b26bb037d3e8ab7f7	438909149	released
b84c4bd8-427b-4f98-a945-900277c97d1f	TCGA-AG-A01J-01Z-00-DX1.C0B83A27-DFE5-45F0-B1C2-406C3852C609.svs	7f2fda0af39fedac28874405cab88ecf	495926632	released
9da1978c-8722-49e8-ba30-b284d2e89629	TCGA-F5-6464-01Z-00-DX1.1f990095-5e5a-438e-9ac5-d4775e1c826c.svs	b15d19e951559ca3d846490fd16e3a69	622462857	released
db3dcba4-1f71-48ea-8dc1-c5faae6c28e3	TCGA-AG-3609-01Z-00-DX1.6a698ad2-cc70-4c9d-b5d8-57c2cac3d86b.svs	afeef1ab98f04a01a82c9d0d6e0ea460	344994064	released
b7c07212-1bc0-48b3-8b69-6adffa0fb08f	TCGA-AG-A01Y-01Z-00-DX1.3F49940B-3758-419B-89CE-4F6D94881C54.svs	e7085e5861f745eb09cb044305dcb08f	1107589460	released
11dffd74-1be0-4539-98e5-9062024a7cd5	TCGA-AG-4001-01Z-00-DX1.1dbafe58-de6b-47a0-9b47-15c5f9401bef.svs	bb9397d1b073440a356ad2bc52c04ecb	318859080	released
f0ad6d86-2925-493f-8ef5-b88e592ea2da	TCGA-AG-3594-01Z-00-DX1.83a27a62-0ddd-48e0-ba34-1ba6d8aa9526.svs	3e9d87d4aa1bdfd837e61f061fb45697	295459200	released
c5948500-0434-4c30-9a10-a211fa323725	TCGA-AG-A008-01Z-00-DX1.0FFD2A0D-346F-4732-A724-FB0038347C08.svs	946e54f981d35db8fe6c52d5e95121b7	1018575464	released
15390cdf-59a5-43c8-89d1-08028388b850	TCGA-AF-3400-01Z-00-DX1.b5c266c7-b465-4478-8058-cdf3f35dff38.svs	604df21eac8f070cfaf6cd2f4b356c89	358436805	released
3704c895-6d6e-4277-88f4-b4b4727e8374	TCGA-DC-6155-01Z-00-DX1.1a582653-3865-42d5-bf6c-2a05126e90ef.svs	e76970bbda318d895ae55b52a43405b5	1100076667	released
2d8f32f9-bb04-46cd-8d63-91b591e9b8b3	TCGA-AG-3883-01Z-00-DX1.2a21ffb1-8a60-4424-b74d-4c85b7894953.svs	df6fd2223157be728088ed1876c11814	379449218	released
49dc9193-e2b5-4f24-a6af-4cb8980c1db1	TCGA-AG-3882-01Z-00-DX1.b5c38e5d-6f16-4fdb-b01d-6c206892add4.svs	7b8f4db588b236a2c28559b9f3c8d333	147274988	released
97db85c2-2ba6-4a06-ad17-d8a20c60661e	TCGA-AF-5654-01Z-00-DX1.2ec3177c-f20b-4c32-9e05-29283bbac185.svs	c9a1cb889f6b2d3e0b1b203a1415116c	153197807	released
d07e6d6c-46a5-4415-85bf-139b2e588f7d	TCGA-AH-6544-01Z-00-DX1.bdb13901-92a8-48ed-aaa0-a6cf476b7ee9.svs	ebef7bc17681d3301d98bb1f2d331745	321787719	released
c2ea6889-ee07-4339-8474-a0cadb47b7ee	TCGA-AG-3896-01Z-00-DX1.53ea09cb-a2e9-49df-b633-23c83df27253.svs	41cc450168e76cec1ff0b6f49f44c5b5	287197250	released
ff6b1378-16b5-4121-8abc-e30dd8bb54af	TCGA-AG-A01L-01Z-00-DX1.1B54B139-4477-4E67-83D1-E431AA52F5B8.svs	c2137daef6747a2931d86e3c21a3bc2a	317671796	released
6d0a1fea-9d59-4a62-bd8c-1df7006e3b9f	TCGA-CL-5917-01Z-00-DX1.a2017752-58d7-4f69-ba0a-ff874dcf34a4.svs	a296eeb7d99fb8edd374b0ba45c35f3d	812413705	released
7e5d07eb-dbc5-4b86-96e3-d4e8f880b68e	TCGA-AG-3605-01Z-00-DX1.27c26401-3e5b-484d-946d-0f508b979572.svs	d63c56bbb36606c81432067efd5f9a55	334658896	released
8ebeff63-4c92-4860-a383-46397d6ab2ba	TCGA-AG-4021-01Z-00-DX1.6ba4cace-d21a-4615-bb4b-1b68673b15f0.svs	77358125fe1e2c9d60be66951cee7963	424611184	released
0f4229c7-5a59-41d4-aecf-50388c12336d	TCGA-AG-3732-01Z-00-DX1.5EC57511-2B19-4005-BCA0-333C387C66E6.svs	2b89af02afd5bc71b099a9ef8fb56ab2	8078678	released
64e4004f-5e9e-4b2c-b1ed-40801ff559f7	TCGA-EI-7004-01Z-00-DX1.daacf1ac-97b7-43e9-8e79-b0f627b69ff7.svs	189093a80f9a8a22e872c4df59043c92	114737001	released
56b51028-68fa-40ef-a01c-0cfbb1db3fa9	TCGA-AG-3909-01Z-00-DX1.adb4e65f-e23f-409c-8886-bbdcaa52d1d4.svs	b7257d9d9577ada4e8058ee1fe876776	227580396	released
be3892f7-ea03-42d6-b6e5-eecf7555e698	TCGA-AG-A00H-01Z-00-DX1.489EB8DD-4956-4AE4-97E1-32AB58CD6972.svs	89cec42a1c548d34fbfac10515af8670	945403110	released
9d049257-6cc8-4ab9-9297-0679589f8354	TCGA-AG-3893-01Z-00-DX1.f6a292eb-14b8-4b3c-8f0c-013c5a33c851.svs	b985d280f8c2ee4e58485b73c8dbf78d	181029400	released
3d50af91-6fc3-44ab-bcfb-7206c371ec8e	TCGA-AG-3587-01Z-00-DX1.0be1e75e-2c95-406e-bece-b9f5e971be80.svs	8c7e1d04dcfd07322f159335b40adbd0	312832212	released
b81b7075-77ae-4c95-b37d-de80076fb0cc	TCGA-EI-6508-01Z-00-DX1.4cfdfc25-faea-4d56-a15d-ad7a20d4010e.svs	3b1d9ced52f3a22c8d64036b16b823dc	612013095	released
120dbfa2-bc0b-4f49-ae54-026f8819ef1e	TCGA-G5-6233-01Z-00-DX1.86802633-c8f3-4d1e-85ab-f2ce2fe0a7ed.svs	64a9341a3d5a2d5ff15f269ce7017660	688588805	released
6b4bffa6-10b6-48d4-b069-2e9c71b604d7	TCGA-AG-3892-01Z-00-DX1.571113b6-fd2b-4397-97dd-0c7563d8e3c5.svs	3d221f6a6a653cdcb8387903edc1a4fc	438264436	released
